book_title,book_brand,book_price
One Grave at a Time,"Cricket House Books, LLC",11.49
The Warrior Chronicles 05. The Burning Land,"Cricket House Books, LLC",14.69
Warbreaker,Bottom of the Hill Publishing,14.69
"Klassen, J: The Silent Governess",Wordsworth Editions,23.79
Tea Time For the Traditionally Built,Cosimo Classics,14.69
Daemon,"Serenity Publishers, LLC",16.49
Siddhartha,IndoEuropeanPublishing.com,10.99
Alice's Adventures in Wonderland and Through the Looking-Glass,Watchmaker Publishing,12.99
Pollyanna,CreateSpace Independent Publishing Platform,15.29
The Wind in the Willows,CreateSpace Independent Publishing Platform,30.79
The Karamazov Brothers,CreateSpace Independent Publishing Platform,10.29
Little Women,Pook Press,37.49
In His Steps,Pook Press,25.19
"Eight Cousins, Or, the Aunt-Hill",Read Books,35.19
Just So Stories - For Little Children,CreateSpace Independent Publishing Platform,24.69
The Scarlet Pimpernel,Washington Square Press,19.49
Pride and Prejudice,Thorndike Press,24.69
Camille,Nabu Press,11.39
Fairy Tales of Charles Perrault - Illustrated by Harry Clarke,Nabu Press,64.69
Fairy Tales of Charles Perrault - Illustrated by Harry Clarke,Nabu Press,69.39
The Pilgrim's Progress - From This World To That Which Is To Come Delivered Under The Similitude Of A Dream,Nabu Press,63.99
A Christmas Carol,Nabu Press,15.09
The Forgotten Garden,AVON BOOKS,24.49
Killing Floor,Penguin Books Ltd (UK),63.49
The Tenant of Wildfell Hall,Macmillan USA,62.19
The Pilgrim's Progress,Transworld Publ. Ltd UK,29.99
Contes de Fees,Harper Collins Publ. UK,42.39
The Pilgrim's Progress from This World to That Which Is to Come,Hodder And Stoughton Ltd.,33.79
Just So Stories for Little Children,Faber And Faber Ltd.,24.69
Dark Gold,Harper Collins Publ. USA,11.49
The Penguin Complete Sherlock Holmes,Hodder And Stoughton Ltd.,30.59
Malazan Book of the Fallen 08. Toll the Hounds,Atlantic Books,16.79
Shutter Island. Film Tie-In,Random House LCC US,12.89
The Warrior Chronicles 02. The Pale Horseman,Classic Books Publishing,14.69
City of Thieves,"EZreads Publications, LLC",16.49
The Complete Stories,www.bnpublishing.com,20.79
The Given Day,SOLID GROUND CHRISTIAN BOOKS,12.19
The Likeness,Thomas Nelson,16.49
Call Me By Your Name,Thomas Nelson,14.69
Jane Eyre,Book Jungle,13.49
Dracula,Book Jungle,24.49
The Possessed (the Devils),Scribner Book Company,72.09
Notes from Underground,Hyperion-Acquired Assets,34.29
Pilgrim's Progress,St Martins Mass Market,26.59
Black,William Morrow & Company,24.59
Red,Harper Voyager,21.99
Little Dorrit,Orion Publishing Group,63.49
Bleak House,Edition Tintenfaß,51.09
Half Broke Horses,Macmillan USA,34.59
The Wild Rose,Pan Macmillan,28.19
Paths of Glory,B de Bolsillo,27.19
The Thorn Birds,Book Jungle,25.89
Wrath of a Mad God,Book Jungle,11.59
Altered Carbon,Cosimo Classics,16.49
Der kleine Prinz. Le Petit Prince-Middle English,Read & Co. Classics,23.29
Malazan Book of the Fallen 06. The Bonehunters,CreateSpace Independent Publishing Platform,18.39
The Forgotten Garden,Waking Lion Press,14.09
El Imperio Final / The Final Empire,Kennelly Press,24.19
L'Assommoir,Tor Books,40.49
Rose in Bloom,Tor Books,43.99
Crime and Punishment,Del Rey Books,73.39
Sense and Sensibility,St. Martin's Press,103.79
Persuasion,Harper Paperbacks,15.69
In His Steps,Random House UK Ltd,24.69
Alice in Wonderland,Macmillan USA,77.09
The Last Colony,Orion Publishing Group,11.59
Confessor,Random House LCC US,17.09
Red Seas Under Red Skies,Macmillan USA,12.89
One Silent Night,Random House LCC US,15.39
Lords of the North,Random House LCC US,26.49
Darkness at Noon,Apocryphile Press,17.79
Mine Till Midnight,Chelsea Green Publishing Company,14.69
Sharp Objects,Book Jungle,15.89
Darkfever,Aegypan,12.89
Malazan Book of the Fallen 05. Midnight Tides,Multnomah Books,17.09
Butcher's Crossing,Dodo Press,23.89
Shadow Man,Wizards of the Coast,12.89
In His Steps,AVON BOOKS,32.59
The Man Who Planted Trees,Random House LCC US,12.89
Grimms Fairy Tales,Penguin Books Ltd,43.99
"L'Assommoir by Emile Zola, Fiction, Literary, Classics",Transworld Publ. Ltd UK,35.89
Redeeming Love,Penguin LCC US,20.69
Persuasion,Random House LCC US,26.09
The Crystal Shard,Hodder And Stoughton Ltd.,10.29
Lord of Scoundrels,Random House LCC US,11.59
The Alienist,NORILANA BOOKS,25.09
"I, Claudius",Read & Co. Classics,17.29
Q and A,Macmillan USA,15.89
The Outsiders,Vintage Publishing,21.39
The Power of the Dog,Random House LCC US,25.09
The Black Angel,Random House LCC US,15.89
Kafka on the Shore,Dodo Press,25.09
The Gadfly,Perfection Learning,62.19
The Insulted and the Injured,Kessinger Publishing,53.59
Reliquary,Digireads.com,14.69
Kafka On The Shore,Kessinger Publishing,18.19
Kafka on the Shore,Simon & Schuster,11.59
Siddhartha,VINTAGE,10.39
The Scarlet Pimpernel (Dodo Press),Random House LCC US,37.79
To Kill a Mockingbird,Penguin LCC US,48.19
Barchester Towers,Random House UK Ltd,104.49
"Dante's Purgatorio (The Divine Comedy, Volume 2, Purgatory)","Little, Brown Book Group",13.89
"One, None and a Hundred Thousand",Fredonia Books (NL),48.09
Jane Eyre,VINTAGE,8.99
The Complete Short Novels,Grand Central Publishing,25.89
Foundation,Modern Library,11.59
Dresden Files 06. Blood Rites,G.P. Putnam's Sons,14.69
Black Sheep,"Fine Communications,US",14.69
The Bird and Other Stories,Penguin LCC US,14.69
The Adventures of Sherlock Holmes,Penguin Books Ltd (UK),57.29
Einstein's Dreams,Wildside Press,20.69
Open and Shut,Wildside Press,11.59
The Picture of Dorian Gray,Ace Books,11.69
Shepherds Abiding,PENGUIN GROUP,20.69
"The Complete Sherlock Holmes, Volume II (Barnes & Noble Classics Series)",Harper Voyager,16.09
The English Assassin,Harper Voyager,14.69
Anna Karenina,Harper Collins Publ. USA,15.29
"Notes from the Underground by Fyodor Mikhailovich Dostoevsky, Fiction, Classics, Literary",Random House LCC US,40.89
"The Idiot by Fyodor Mikhailovich Dostoevsky, Fiction, Classics",Harper Collins Publ. USA,73.59
Club Dead,Scribner Book Company,11.49
Captain Blood,Scribner Book Company,20.59
The Hollow Hills,Bantam,21.89
The Crystal Cave,BERKLEY BOOKS,26.49
Cryptonomicon,Penguin Books,12.19
The Ultimate Hitchhiker's Guide to the Galaxy,Harper Perennial,28.19
This Heart of Mine,Penguin Books Ltd (UK),12.19
The Yearling,Random House LCC US,25.89
The Short Stories of Ernest Hemingway,Random House LCC US,38.19
A Storm of Swords,Transworld Publ. Ltd UK,25.89
The Laughing Corpse,Penguin Books Ltd (UK),11.59
East of Eden,Orion Publishing Group,28.49
Imajica,Random House LCC US,29.69
The Hound of the Baskervilles,Wizards of the Coast,11.19
A Song of Ice and Fire 02. A Clash of Kings,Wizards of the Coast,14.09
The Stories of John Cheever,Harper Voyager,26.29
Tripwire,AVON BOOKS,12.89
Brideshead Revisited,Harper Perennial,15.89
Ubik,Bristol Classical Press,14.69
The Liveship Traders 2. The Mad Ship,Broadview Press Inc,14.69
Dragons of Winter Night,BERKLEY BOOKS,10.29
Time of the Twins,Modern Library,12.49
The Great Book of Amber,Harper,36.19
How to Marry a Marquis,Random House UK Ltd,11.59
Demian,Riverhead Books,20.59
Pushkin: Eugene Onegin,Random House UK Ltd,74.79
Picture of Dorian Gray (Revised),Random House LCC US,33.49
Clive Barker's Books of Blood 1-3,Random House LCC US,25.79
Swann's Way,Penguin Books Ltd (UK),22.89
The Poisonwood Bible,Macmillan USA,38.89
Reunion,Grand Central Publishing,12.89
Drown,Penguin LCC US,21.99
The Hitch Hiker's Guide to the Galaxy. A Trilogy in Five Parts,Penguin Books Ltd,35.29
Nightrunner 01. Luck in the Shadows,VINTAGE,12.89
Do Androids Dream of Electric Sheep?,VINTAGE,23.29
North and South,Everyman's Library,12.19
The Relic,Grand Central Publishing,14.69
Total Control,AVON BOOKS,46.19
Debt of Honor,SPECTRA BOOKS,14.69
The Way We Live Now,Random House LCC US,18.19
Buddenbrooks,Pineapple Press,31.29
Suttree,Grand Central Publishing,23.09
The Master and Margarita,PENGUIN GROUP,38.49
The Gold Coast,SPECTRA BOOKS,44.79
A Rose in Winter,Bantam,11.59
Mona Lisa Overdrive,Plume Books,11.59
The Long Goodbye,AVON BOOKS,23.89
A Land Remembered,Random House LCC US,28.29
If Tomorrow Comes,Harper Paperbacks,11.59
Swann's Way,CreateSpace Independent Publishing Platform,25.89
A Darkness at Sethanon,CreateSpace Independent Publishing Platform,11.59
Johnny Got His Gun,Grand Central Publishing,11.59
Lust for Life,Happy Hour Books,25.49
The Thorn Birds,DUTTON,11.59
Siddharta,Avery Keelan,10.39
The Nine Tailors,Maven Books,24.39
The Possessed,True Sign Publishing House,45.39
A Christmas Carol,BLOOM BOOKS,18.19
The Housemaid,BLOOM BOOKS,19.39
The Prose Edda,Bloomsbury Publishing,13.79
Magnolia Parks: The Long Way Home,Thomas Nelson,21.99
Shutout - Special Edition,Thomas Nelson,21.99
Hamlet,Grove Press,51.59
The Importance of Being Earnest,Opal Reyne,45.89
Untitled #2,Double 9 Booksllp,23.29
Untitled #3,Union Square & Co.,23.29
House of Sky and Breath,Double 9 Booksllp,24.59
Sense and Sensibility (Jane Austen Collection),Double 9 Booksllp,45.29
Emma (Jane Austen Collection),Double 9 Booksllp,45.29
Pedro PÃÂ¡ramo,Scribner Book Company,21.99
A Soul to Keep,EDICIONES LANZALLAMAS,28.99
Martin Eden,Grapevine India Publishers Pvt Ltd,47.39
Emma,Adhyaya Books,25.59
Notes From The Underground,EduGorilla Community Pvt. Ltd.,22.49
Pride and Prejudice,Insight Publica,45.69
Leaves Of Grass,Insight Publica,45.89
Fairy Tale,Sanage Publishing,25.89
El beso de la mujer araÃ±a,Sanage Publishing House,24.79
Steppenwolf,Insight Publica,18.39
Importance of being earnest,EduGorilla Community Pvt. Ltd.,22.69
1984,True Sign Publishing House,39.09
Leaves of Grass,True Sign Publishing House,43.69
The Merry Adventures of Robin Hood,True Sign Publishing House,38.89
The Yellow Wallpaper,Namaskar Books,14.09
The Hunchback of Notre-Dame (Notre-Dame de Paris),Namaskar Books,50.29
Crime and Punishment,Namaskar Books,54.19
Siddhartha,Namaskar Books,23.49
Bleak House,Sanage Publishing,75.89
The Hound of the Baskervilles,Sanage Publishing House,26.49
Anne of Green Gables,Sanage Publishing House,33.49
The Story of My Life,Tingle Books,25.99
Little Women,Tingle Books,64.19
The Power of Your Subconscious Mind,Pharos Books,34.69
The Hound of The Baskervilles,Delhi Open Books,34.69
The Memoirs Of Sherlock Holmes,Pharos Books,42.39
"One, None and a Hundred Thousand",Pharos Books,26.49
His Last Bow,Pharos Books,24.69
Alice's Adventures in Wonderland,Hawk Press,22.59
Nineteen Eighty Four and Animal Farm,Hawk Press,46.79
Sense and Sensibility,Hawk Press,32.39
Jane Eyre,GENERAL PRESS,54.69
Down and Out in Paris and London,GENERAL PRESS,24.69
Pollyanna,Orange Boooks International,24.69
Anne of Green Gables,Orange Boooks International,29.99
Pride and Prejudice,Alpha Edition,26.29
The Hound of the Baskervilles,Alpha Edition,19.89
A Study in Scarlet,Alpha Edition,17.59
The Prophet,Maple Press,43.29
As a Man Thinketh,Maple Press Pvt Ltd,40.79
Think and Grow Rich,Maple Press Pvt Ltd,35.29
The Diary of a Young Girl,Maple Press Pvt Ltd,39.09
"Just So Stories (World Classics, Unabridged)",Grapevine India Publishers Pvt Ltd,17.59
"Siddhartha (World Classics, Unabridged)",Grapevine India,22.89
"Sense and Sensibility (World Classics, Unabridged)",Grapevine India,26.29
Alice's Adventures in the Wonderland,Grapevine India Publishers Pvt Ltd,23.99
The Adventures of Sherlock Holmes,Alpha Edition,28.69
Thus Spoke Zarathustra,Edugorilla Community Pvt.Ltd,37.09
The Story of My Life,Classy Publishing,24.69
Hinds' Feet on High Places,Classy Publishing,17.29
Crime and Punishment (Deluxe Hardbound Edition),Rupa,63.29
The Last Battle,Insight Publica,32.19
Five Chimneys,GENERAL PRESS,19.59
Cyrano de Bergerac,GENERAL PRESS,26.79
The Return of Sherlock Holmes,GENERAL PRESS,39.39
Jane Eyre,GENERAL PRESS,50.29
Siddhartha,GENERAL PRESS,25.49
Peter Pan,True Sign Publishing House,27.29
Anne of Green Gables,HarperCollins India,37.19
The Blue Castle,Lector House,53.59
White Fang,Lector House,47.79
The Scarlet Pimpernel,Lector House,53.59
State and Revolution,Lector House,21.19
The Pilgrim's Progress,Lector House,25.79
The Return of Sherlock Holmes,Lector House,37.09
The Forest of Enchantments,Lector House,21.99
The Way We Live Now (Complete),Lector House,64.19
Lost Illusions,Lector House,39.19
Grimm's Fairy Stories,Lector House,18.59
Anne Of The Island,Lector House,20.59
Anne Of Green Gables,Lector House,22.69
Adventures Of Sherlock Holmes,Lector House,22.69
The Idiot (Complete),Lector House,46.89
Nobody's Boy (Sans Famille),Rupa Publication,27.09
The Railway Children,Rupa Publication,18.59
Memoirs Of Sherlock Holmes,Rupa Publication,20.59
The House Of The Dead Or Prison Life In Siberia,PRABHAT PRAKASHAN PVT LTD,24.69
The Brothers Karamazov (Complete),Prabhat Prakashan,61.69
Sense And Sensibility,Maple Press Pvt Ltd,26.79
The Hound Of The Baskervilles,Theresia Publishing AB,18.59
The Happy Princess and Other Stories,Wisehouse Classics,19.49
Maa - Sahityapedia Kavya Sangrah - Vol-2,Wisehouse Classics,17.29
The Princess and the Goblin,Wisehouse Classics,27.29
M.K. Gandhi an Autobiography,Wisehouse Classics,86.69
Memoirs of Sherlock Holmes,HARPERCOLLINS,41.59
Pollyanna,Classy Publishing,28.69
Think Outside the Boss,Insight Publica,21.79
Alice's Adventures in Wonderland (Wisehouse Classics - Original 1865 Edition with the Complete Illustrations by Sir John Tenniel) (2016),Delhi Open Books,39.99
Emma (Wisehouse Classics - With Illustrations by H.M. Brock) (2016),GENERAL PRESS,24.79
The Adventures of Sherlock Holmes (Wisehouse Classics Edition),Embassy Books,18.29
The Hound of the Baskervilles (Wisehouse Classics Edition),Jaico Publishing House,13.09
Hijas del Sur (Call Your Daughter Home - Spanish Edition),Prabhat Prakashan,24.39
Sense and Sensibility,Manjul Publishing House Pvt. Ltd.,37.29
Little Dorrit,Robin Books,77.89
Middlemarch,Rupa Publications India,77.69
A Christmas Carol,RUPA PUBLICATIONS INDIA PVT LTD,23.39
The Science Of Getting Rich,E ARTNOW,22.89
Siddhartha,E ARTNOW,29.59
Alices Adventure in Wonderland,E ARTNOW,56.39
The Five Love Languages of Children,E ARTNOW,36.39
The Secret Garden Complete and Unabridged with Introduction and Notes,E ARTNOW,32.99
Stories from Saratchandra,E ARTNOW,26.49
Hamlet by shakespeare,E ARTNOW,23.09
The Way We Live Now,E ARTNOW,23.09
The Custom of the Country,E ARTNOW,13.29
His Last Bow - Some Later Reminiscences of Sherlock Holmes,Blurb,17.09
THUS SPOKE ZARATHUSTRA - A Book for All and None (World Classics Series),Planeta Publishing,21.59
Of Human Bondage (The Unabridged Autobiographical Novel),Grols Verlag,19.49
Stolz und Vorurteil,Classic Books Publishing,12.59
Siddhartha,TREDITION CLASSICS,7.99
Barchester Towers,TREDITION CLASSICS,15.69
The Woman in White (Illustrated Edition),TREDITION CLASSICS,31.29
The Secret Garden,TREDITION CLASSICS,32.49
El SeÃ±or de Los Anillos 2. Las DOS Torres (TV Tie-In). the Lord of the Rings 2. the Two Towers (TV Tie-In) (Spanish Edition),TREDITION CLASSICS,23.19
Persuasion,TREDITION CLASSICS,28.19
Pride And Prejudice,TREDITION CLASSICS,32.79
"Divine Comedy, Cary's Translation, Complete",TREDITION CLASSICS,107.99
The Picture of Dorian Gray,TREDITION CLASSICS,70.79
The Picture of Dorian Gray,TREDITION CLASSICS,50.39
Gitanjali,TREDITION CLASSICS,72.99
In Search of the Castaways; or the Children of Captain Grant,Salzwasser-Verlag,88.29
"The Metamorphoses of Ovid Literally Translated into English Prose, with Copious Notes and Explanations",Salzwasser-Verlag,48.99
Nobody's Boy Sans Famille,hansebooks,62.49
The Return of Sherlock Holmes,hansebooks,62.59
The Raven,Salzwasser-Verlag GmbH,37.49
"A Little Princess, Being the Whole Story of Sara Crewe Now Told for the First Time",Salzwasser-Verlag,40.09
The House of Atreus,Salzwasser-Verlag,47.99
The Thoughts of the Emperor M. Aurelius Antoninus,Salzwasser-Verlag,119.39
King Alfreds Anglo-Saxon Version of Boethius de Consolatione Philosophiae,hansebooks,138.09
Incidents in the Life of a Slave Girl,hansebooks,68.09
On the origin of species by means of natural selection,hansebooks,84.19
In Search of the Castaways,hansebooks,111.29
The Sonnets of William Shakspere,hansebooks,100.49
The Sonnets of William Shakspere,hansebooks,69.99
The Hunchback of Notre-Dame,hansebooks,125.29
An Ideal Husband,hansebooks,63.29
Foxe's Book of Martyrs,hansebooks,81.39
Les MisÃ©rables,Les prairies numériques,42.79
Eight Cousins,Les prairies numériques,54.99
Sonnets from the Portuguese,Les prairies numériques,28.69
Edward Fitzgerald's RubÃ¢'iyÃ¢t of Omar KhayyÃ¢m,Les prairies numériques,37.39
Through the looking Glass,Alicia Editions,47.09
Dante's Divina Commedia,Black Dot Publishing Limited,58.59
The Importance of Being Earnest,Public Park Publishing,28.69
The Yellow Wallpaper by Charlotte Perkins Gilman,Public Park Publishing,20.39
Anne of Green Gables (1908 unabridged version),Public Park Publishing,27.19
The Return of Sherlock Holmes,OMNI Publishing,27.79
"Middlemarch, A Study of Provincial Life",OMNI Publishing,51.39
David Copperfield,OMNI Publishing,39.39
Come a Little Closer,Tar & Feather Publishing,19.09
Crime and Punishment,Dark Owl Fantasy Inc,34.79
A Study in ScarletA Study in Scarlet,CreateSpace Independent Publishing Platform,32.99
Peter Pan,CreateSpace Independent Publishing Platform,24.09
The Adventures of Sherlock Holmes,CreateSpace Independent Publishing Platform,32.69
Anna Karenina,CreateSpace Independent Publishing Platform,38.89
Alice's Adventures in Wonderland,CreateSpace Independent Publishing Platform,39.99
Persuasion,CreateSpace Independent Publishing Platform,23.89
Demon Magic and a Martini,CreateSpace Independent Publishing Platform,25.49
A Christmas Carol,CreateSpace Independent Publishing Platform,15.99
Cooper,CreateSpace Independent Publishing Platform,24.19
Middlemarch,CreateSpace Independent Publishing Platform,37.59
De Profundis,CreateSpace Independent Publishing Platform,9.89
Our Mutual Friend,CreateSpace Independent Publishing Platform,47.49
Anne of Green Gables,CreateSpace Independent Publishing Platform,13.99
Anne of the Island,CreateSpace Independent Publishing Platform,12.79
Rainbow Valley,CreateSpace Independent Publishing Platform,15.49
Something New,CreateSpace Independent Publishing Platform,14.29
The Blue Castle,CreateSpace Independent Publishing Platform,17.29
The Picture Of Dorian Gray By Oscar Wilde - Large Print Edition,CreateSpace Independent Publishing Platform,29.29
Rock Chick Revenge,CreateSpace Independent Publishing Platform,38.69
Rock Chick Renegade,CreateSpace Independent Publishing Platform,38.49
Persuasion by Jane Austen,Random House Worlds,22.29
Pride and prejudice,CreateSpace Independent Publishing Platform,31.99
Alice's adventures in Wonderland,CreateSpace Independent Publishing Platform,11.09
The Sea Wolf,CreateSpace Independent Publishing Platform,18.09
Eight Cousins,CreateSpace Independent Publishing Platform,14.59
The Devil's Dictionary. By,CreateSpace Independent Publishing Platform,14.79
Anna Karenina,CreateSpace Independent Publishing Platform,16.49
Master & Apprentice (Star Wars),CreateSpace Independent Publishing Platform,12.89
North and South,INDEPENDENTLY PUBLISHED,32.39
Much Ado About Nothing,Atria books,23.89
Through the Looking Glass,Atria books,12.79
Jane Eyre,Gallery Books,47.19
Barchester Towers,Atria books,34.89
Pride and Prejudice,POCKET BOOKS,30.39
The Secret Garden,Scribner Book Company,17.89
The Hound of the Baskervilles,POCKET BOOKS,10.79
The Terminal List,Atria books,23.19
The Devil's Hand,Atria books,24.59
The Wedding Veil,Atria books,34.39
Enemy at the Gates,Atria books,23.19
Oath of Loyalty,Atria books,14.19
Rita Hayworth and Shawshank Redemption,Simon & Schuster,18.09
Game on,Atria books,12.89
The Book of Magic,Simon & Schuster,23.29
Takedown,Gallery Books,23.09
Foreign Influence,Gallery Books,23.29
Pursuit of Honor,Atria books,27.99
Extreme Measures,Simon & Schuster,23.09
The Broken Window,CreateSpace Independent Publishing Platform,21.89
The Night She Disappeared,CreateSpace Independent Publishing Platform,23.29
Lie with Me,CreateSpace Independent Publishing Platform,23.19
Halo: The Fall of Reach,CreateSpace Independent Publishing Platform,23.29
The Institute,CreateSpace Independent Publishing Platform,25.89
The Moon Sister,CreateSpace Independent Publishing Platform,24.59
The Glass Rainbow,CreateSpace Independent Publishing Platform,23.09
The Tenant of Wildfell Hall,CreateSpace Independent Publishing Platform,17.49
A Christmas Carol,CreateSpace Independent Publishing Platform,13.39
Jane Eyre,CreateSpace Independent Publishing Platform,45.09
Seduction,CreateSpace Independent Publishing Platform,23.89
A Study in Scarlet,CreateSpace Independent Publishing Platform,13.49
The Black Cat,CreateSpace Independent Publishing Platform,25.49
Thus Spake Zarathustra,CreateSpace Independent Publishing Platform,18.89
The Adventures of Sherlock Holmes,CreateSpace Independent Publishing Platform,18.59
His Last Bow,CreateSpace Independent Publishing Platform,23.09
Anne of Green Gables,CreateSpace Independent Publishing Platform,32.69
The Tenant of Wildfell Hall,CreateSpace Independent Publishing Platform,24.99
My Man Jeeves,CreateSpace Independent Publishing Platform,15.39
Peter Pan (Peter and Wendy),CreateSpace Independent Publishing Platform,17.29
Crime and Punishment,CreateSpace Independent Publishing Platform,13.69
Pride and Prejudice,CreateSpace Independent Publishing Platform,38.49
Alice's Adventures in Wonderland (Large Print Dyslexia Friendly),CreateSpace Independent Publishing Platform,24.59
A Little Princess,CreateSpace Independent Publishing Platform,26.99
Persuasion,CreateSpace Independent Publishing Platform,17.29
Martin Eden,CreateSpace Independent Publishing Platform,23.89
White Fang,CreateSpace Independent Publishing Platform,20.19
An Old-fashioned Girl,CreateSpace Independent Publishing Platform,20.39
Anne of Green Gables,CreateSpace Independent Publishing Platform,29.69
A Study in Scarlet,CreateSpace Independent Publishing Platform,24.99
Jane Eyre,CreateSpace Independent Publishing Platform,37.99
Hamlet,CreateSpace Independent Publishing Platform,22.29
David Copperfield,CreateSpace Independent Publishing Platform,42.69
Peter Pan (Peter and Wendy),CreateSpace Independent Publishing Platform,15.79
The Sea Wolf,CreateSpace Independent Publishing Platform,21.79
Incidents in the Life of a Slave Girl (1861). By,CreateSpace Independent Publishing Platform,15.79
Persuasion Jane Austen,CreateSpace Independent Publishing Platform,15.69
Understood Betsy,CreateSpace Independent Publishing Platform,11.29
The Adventures of Sherlock Holmes,CreateSpace Independent Publishing Platform,17.69
Eight Cousins,CreateSpace Independent Publishing Platform,23.09
Much ADO about Nothing,CreateSpace Independent Publishing Platform,12.29
Sense and Sensibility,CreateSpace Independent Publishing Platform,23.29
The Adventures of Sherlock Holmes,CreateSpace Independent Publishing Platform,21.69
Pollyanna,CreateSpace Independent Publishing Platform,17.09
Martin Eden,CreateSpace Independent Publishing Platform,29.79
De Profundis,CreateSpace Independent Publishing Platform,11.29
The Possessed (The Devils),CreateSpace Independent Publishing Platform,65.39
The Gift of the Magi,CreateSpace Independent Publishing Platform,13.49
Jane Eyre,CreateSpace Independent Publishing Platform,30.69
The Adventures of Sherlock Holmes,CreateSpace Independent Publishing Platform,14.39
Persuasion,CreateSpace Independent Publishing Platform,13.89
Sense and Sensibility,CreateSpace Independent Publishing Platform,14.39
"Charlotte Bronte, Jane Eyre",CreateSpace Independent Publishing Platform,34.79
Apology,CreateSpace Independent Publishing Platform,13.49
The Mysterious Affair at Styles,CreateSpace Independent Publishing Platform,17.39
The Secret Garden,CreateSpace Independent Publishing Platform,20.59
The Happy Prince and Other Tales,CreateSpace Independent Publishing Platform,12.59
The Land,"Brower Literary & Management, Inc.",62.19
The Three Musketeers,Baae Inc.,46.59
The Iliad & The Odyssey,Twisted Fairy Publishing,37.09
Symposium,Twisted Fairy Publishing,14.09
Peter Pan,Ichara Publishing,11.79
A Girl of the Limberlost,Bang Laugh Love LLC,12.69
A Christmas Carol,"Hazy Dawn Press, Inc.",11.79
When I Fall,"Hazy Dawn Press, Inc.",20.49
We Own Tonight,Kristen Ashley Rock Chick LLC,44.09
Wild Lands,Wesmie Productions,31.89
Savage Lands,Rachel Hanna,32.39
Until You,Piping Plover Press,22.99
The Last Eligible Billionaire,"Scruffy City Press, LLC",24.59
Sin and Chocolate,Tijan,25.89
A Queen of Ruin,Tijan,58.29
The Hookup,Tijan,28.49
Epic,Tijan,10.29
The Beach House,Tijan,19.39
The Nantucket Inn,Tijan,27.39
The Custom of the Country,Tijan,22.69
Carter Reed 2 (Hardcover),Tijan,37.59
Cole (Hardcover),Tijan,39.59
Broken & Screwed 2 (Hardcover),Tijan,43.59
Crew (Hardcover),Ryan Michele,51.69
Broken & Screwed (Hardcover),Nemesis Press,31.59
Fallen Crest University,Nemesis Press,19.29
Cole,C. Scott Publishing Corp,19.09
Logan Kade,C. Scott Publishing Corp.,19.69
Enemies,C. Scott Publishing Corp,21.99
Fallen Crest Home,C. Scott Publishing Corp.,20.59
Ravage Me (Ravage MC #1),Devney Perry,25.39
Born of Night,Ancient Wisdom Publications,50.09
Julian of Macedon,Ancient Wisdom Publications,46.29
Beautiful Mistake,PSH Publishing,21.59
Cocky Bastard,K.B. Ritchie LLC,19.79
Egomaniac,K.B. Ritchie LLC,21.69
Stuck-Up Suit,"MMW Books, LLC",19.19
The Clover Chapel,Kaylee Ryan,30.79
Emma,Olivia Wildenstein,40.99
The Adventures of Sherlock Holmes,Elizabeth Briggs Books,34.09
Darling Venom,"K.A. Linde, Inc.",34.79
Alphas Like Us,Suzeteo Enterprises,25.89
Lovers Like Us,Suzeteo Enterprises,20.49
The Picture of Dorian Gray (Annotated Keynote Classics),Suzeteo Enterprises,20.29
Unexpected Reality,Jennifer L. Armentrout,31.89
House of Pounding Hearts,"A.L. Jackson Books, Inc.",46.59
Sun Crossed,Cosimo Classics,25.69
Avoiding Responsibility (Special Edition Hardcover),Blizzard Entertainment,41.59
The Memoirs of Sherlock Holmes,BLOOM BOOKS,35.19
The Return of Sherlock Holmes,BLOOM BOOKS,40.19
The Velveteen Rabbit,"That's What She Said Publishing, Inc.",31.69
The Power,Paper Moon Press,22.59
A Stone in the Sea (Hardcover),Stars Hollow Publishing,38.99
Mysterious Affair at Styles,MEGHAN MARCH,37.49
World of Warcraft: Arthas - Rise of the Lich King - Blizzard Legends,Cipher-Naught,19.39
Things We Never Got Over,Cipher-Naught,24.59
By a Thread,Cipher-Naught,24.59
Finally Mine,Paige Press LLC,29.29
Edge of Collapse,Baae Inc.,27.19
Endurance,Baae Inc.,22.39
Heart of the Devil,Baae Inc.,28.89
Beard With Me,"Brower Literary & Management, Inc.",30.69
Beard Necessities,Laura Thalassa,30.69
Heat,Laura Thalassa,26.99
Hudson,Tuxbury Publishing LLC,25.49
We Own Tonight - Special Edition,Loft Troll Ink,21.99
Return to Us - Special Edition,Loft Troll Ink,21.99
Conviction,Loft Troll Ink,12.99
Sweet Cheeks,C. Scott Publishing Corp,23.19
The Queen of Traitors (The Fallen World Book 2),J&R Publishing LLC,21.99
The Queen of All That Lives (The Fallen World Book 3),Ancient Wisdom Publications,24.59
Brooklynaire,SIMON & BROWN,33.09
Devotion,SIMON & BROWN,27.59
Eruption,SIMON & BROWN,25.89
Carved in Ice,SIMON & BROWN,50.99
All Grown Up,SIMON & BROWN,21.89
Swamp Team 3,SIMON & BROWN,20.69
Swann's Way,NORILANA BOOKS,42.49
A Tale of Two Cities and Great Expectations,NORILANA BOOKS,71.29
The Scarlet Pimpernel,NORILANA BOOKS,30.99
The Scarlet Pimpernel,NORILANA BOOKS,30.99
Alice's Adventures in Wonderland and Through the Looking-Glass,NORILANA BOOKS,27.99
